Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
ELMSQ,Electric Last Mile Solutions Inc.,0.072,USD,1.2658227848101238,1450,0.14829815087547046,8929988,USD,,,,,0,Consumer durables,
LNBY,Landbay Inc.,0.475,USD,-7.860918481159988,6525,1.3983840894965816,14250000,USD,,-0.0016,USD,-14.285714285714294,0,Consumer durables,
ILUS,Ilustrato Pictures International Inc.,0.0012,USD,-7.692307692307695,40335569,4.971220876294266,2994336.9999999995,USD,,,,,0,Consumer durables,
SEVCF,Sono Group N.V.,7.1,USD,0.7092198581560258,455,0.32474484333737813,31310182.999999996,USD,12.662742999821651,0.5607,USD,,0,Consumer durables,
BHAT,Blue Hat Interactive Entertainment Technology,0.0548,USD,-7.275803722504228,89408709,0.33476342644813334,13565086,USD,,-0.8227,USD,-140.8287841191067,0,Consumer durables,
AHRO,Authentic Holdings Inc. ,0.00095,USD,-5.000000000000003,3861295,1.084026950427762,2139944.9999999995,USD,,-0.0006,USD,53.84615384615385,0,Consumer non-durables,
BBDA,BEBIDA BEVERAGE CO,0.000001,USD,0,342000,2.332752873480897,287.179,USD,,,,,0,Consumer non-durables,
EVKG,"Ever-Glory International Group, Inc.",0.0007,USD,0,134,0.2821646662455254,10372.6,USD,,,,,0,Consumer non-durables,
PPBV,PURPLE BEVERAGE CO INC,0.000001,USD,-99,2000500,55.85539302596348,112.386,USD,,,,,0,Consumer non-durables,
CAWW,"CCA Industries, Inc.",0.61,USD,6.09618227671972,22109,2.6472137742762043,4548588.464,USD,,-0.0356,USD,74.66192170818506,0,Consumer non-durables,
VNCE,Vince Holding Corp.,2.59,USD,-5.818181818181823,122029,1.2201326028942268,32658940.000000004,USD,7.164591977869986,0.3615,USD,-76.28730731387341,0,Consumer non-durables,Strong buy
NGCG,"New Generation Consumer Group, Inc.",0.0004,USD,-11.111111111111105,16000000,7.447205826991728,188124.99999999997,USD,,,,,0,Consumer non-durables,
TBLT,TOUGHBUILT INDUSTRIES INC,2.35,USD,0,333,0.5024898143956531,3391344,USD,,,,,0,Consumer non-durables,
MCHA,MATCHAAH HOLDINGS INC,0.000001,USD,0,100,0.8291873963515755,50.505753,USD,,,,,0,Consumer non-durables,
VSBC,VitaSpring Biomedical Co. Ltd.,0.18,USD,20,100,0.04151617054842861,37265400,USD,,,,,0,Consumer non-durables,
NBND,NetBrands Corp.,0.005,USD,0,414100,0.718998257110721,112769.15887850468,USD,,-0.0662,USD,23.02325581395349,0,Consumer non-durables,
EVRN,EVEROCK INC,0.000001,USD,-99,61826,1.182571106137985,320.08299999999997,USD,,,,,0,Consumer non-durables,
ORIS,Oriental Rise Holdings Limited,1.12,USD,1.8181818181818195,2360586,10.366769576692855,24654000.000000004,USD,0.5900948366701793,1.898,USD,-70.99145638784026,0,Consumer non-durables,
DLAPQ,DELTA APPAREL INC,0.000001,USD,-99.8,500,0.03267482666004457,7,USD,,,,,0,Consumer non-durables,
GTOR,GGTOOR INC.,0.0001,USD,0,5000,0.029921682986949957,24129,USD,,,,,0,Consumer non-durables,
AREB,"American Rebel Holdings, Inc.",0.87,USD,-4.3956043956043995,103010,0.5247510730881807,2166917,USD,,-24.5722,USD,16.96252665443351,0,Consumer non-durables,
JSDA,Jones Soda Co.,0.277,USD,-3.484320557491273,105376,1.2198682381160202,32095341,USD,,-0.0654,USD,-33.469387755102034,0,Consumer non-durables,
CATV,"4Cable TV International, Inc.",0.0003,USD,0,3606000,0.5430203751002841,1298429,USD,,-0.0001,USD,99.4475138121547,0,Consumer non-durables,
DBGI,"Digital Brands Group, Inc.",5,USD,0.20040080160320214,84678,0.3051155993133656,4820595,USD,,-646.878,USD,97.62735814748504,0,Consumer non-durables,
GRVE,"Groove Botanicals, Inc.",0.006,USD,-15.492957746478877,1347,0.04081199818209362,357858,USD,,-0.0064,USD,-166.66666666666669,0,Consumer non-durables,
RONN,RONN,0.00035,USD,16.66666666666668,15234303,0.10181913054600143,798625.73,USD,,,,,,Consumer non-durables,
SNBH,Sentient Brands Holdings Inc.,0.04,USD,21.21212121212121,6090,0.2835274728344367,2594821,USD,,-0.0196,USD,-180,0,Consumer non-durables,
GOGY,Golden Grail Technology Corp,0.03692,USD,-2.8421052631578885,15200,0.7985919562875982,2426205.018994414,USD,,-0.023,USD,48.1981981981982,0,Consumer non-durables,
NGTF,"NightFood Holdings, Inc.",0.0081,USD,15.714285714285706,21667,0.3113920303070805,1044554.9999999999,USD,,-0.0204,USD,-301.980198019802,0,Consumer non-durables,
BLQC,BlockQuarry Corp.,0.0174,USD,15.999999999999998,884621,0.8004996896169166,1165640,USD,,-0.0778,USD,47.36129905277402,0,Consumer non-durables,
BLFR,BlueFire Equipment Corp.,0.061,USD,0,12520,1.277303379956947,2070767,USD,,,,,0,Consumer non-durables,
SOWG,Sow Good Inc.,3,USD,9.689213893967098,85445,2.3811647070954223,30736164,USD,11.714174150722375,0.2561,USD,,0,Consumer non-durables,Neutral
BTOG,Bit Origin Limited,0.392701,USD,-10.749772727272724,116973,1.3533889392187957,3324910,USD,,-3.3447,USD,65.454808357691,0,Consumer non-durables,
TMXN,Trimax Corp.,0.00105,USD,-19.230769230769234,2400,0.0027051330576051322,439020,USD,,-0.0002,USD,33.33333333333333,0,Consumer non-durables,
NITO,"N2OFF, Inc.",0.6753,USD,-6.077885952712095,482603,0.8721418376452822,9293717,USD,,-1.619,USD,90.92244550103167,0,Consumer non-durables,
NXTH,NXT NUTRITIONALS HOLDINGS INC,0.000001,USD,0,20250,6.955177743431221,73.953,USD,,,,,0,Consumer non-durables,
CRTL,"Cartel Blue, Inc.",0.0131,USD,-12.315930388219542,3723,0.14611115907788672,1708984.9999999998,USD,,,,,0,Consumer non-durables,
PNNX,"Pennexx Foods, Inc.",0.0141,USD,25.89285714285714,300,0.028213785255475826,447323,USD,,-0.0107,USD,75.34562211981567,0,Consumer non-durables,
PHH,"Park Ha Biological Technology Co., Ltd.",5.44,USD,-0.1834862385321062,5756,0.5832109022746846,6528000.000000001,USD,,,,,0,Consumer non-durables,
JAMN,Jammin Java Corp.,0.0001,USD,9900.000000000002,200120,0.24108920469234865,1373926.9999999998,USD,,0,USD,,,Consumer non-durables,
TTCFQ,"Tattooed Chef, Inc",0.0001,USD,0,36099,1.0309139976868047,8366,USD,,,,,0,Consumer non-durables,
VRUS,"Verus International, Inc.",0.000001,USD,0,10980,0.027600512494762062,2024.52,USD,,,,,0,Consumer non-durables,
PMPG,PREMIER PRODS GROUP INC,0.0001,USD,9900.000000000002,180000,2.662438320178916,39794.99999999999,USD,,,,,0,Consumer non-durables,
RMHB,"Rocky Mountain High Brands, Inc.",0.006,USD,9.090909090909099,66555,0.26396133564316854,3495648,USD,1.6666666666666667,0.0036,USD,,0,Consumer non-durables,
GSFD,"Global Seafood Technologies, Inc.",0.1161,USD,5.5454545454545405,100,0.026972353337828724,1900325.0000000002,USD,,,,,0,Consumer non-durables,
OHCS,"Optimus Healthcare Services, Inc.",0.08,USD,14.285714285714276,15300,4.517538679579544,4001493,USD,,-0.1677,USD,14.000000000000009,0,Consumer non-durables,
BRZL,"Scepter Holdings, Inc.",0.002,USD,42.85714285714286,703112,0.3348996008994647,12021775,USD,,,,,0,Consumer non-durables,
IMG,CIMG Inc.,0.681,USD,-3.101878201479785,888915,6.9738240843528985,7313802.999999999,USD,,-7.3627,USD,45.7432148620865,0,Consumer non-durables,
SBES,"South Beach Spirits, Inc.",0.0002,USD,0,20000,0.004778473550073744,579161.9999999999,USD,,,,,0,Consumer non-durables,
SNTX,"Suntex Enterprises, Inc.",0.0015,USD,-11.764705882352935,35000,0.15644122145729913,362325,USD,15,0.0001,USD,,0,Consumer non-durables,
VULC,VULCAN INTERNATIONAL CORP,0.05,USD,0,500,0.7020499859590003,48900,USD,,,,,0,Consumer non-durables,
FHBC,FERNHILL BEVERAGE INC,0.000001,USD,-99,9500,0.035439787241900424,1995.59,USD,,,,,0,Consumer non-durables,
RELV,"Reliv International, Inc.",2.5,USD,0,100,0.11340440009072353,4366122,USD,,-1.5246,USD,-167.8233017482984,0,Consumer non-durables,
PACV,Pacific Ventures Group Inc.,0.0001,USD,0,3400,0.019311883510718664,362.60900000000004,USD,,,,,0,Consumer non-durables,
SVIN,Scheid Vineyards Inc.,4.25,USD,-0.2347417840375537,700,0.6965867250472684,3984592,USD,,-27.9663,USD,-1027.082577681054,0,Consumer non-durables,
XELB,"Xcel Brands, Inc",0.367,USD,-5.897435897435902,63424,1.0340015390032997,8708055,USD,,-1.0365,USD,-0.7974326558397341,0,Consumer non-durables,Strong buy
EQLB,"EQ Labs, Inc.",0.0007,USD,74.99999999999999,1078424,2.3793684400039186,99914.00000000001,USD,,-0.0001,USD,0,0,Consumer non-durables,
APRU,"Apple Rush Co., Inc.",0.0014,USD,-6.66666666666667,2560974,1.2982192468710876,7328566.000000001,USD,,-0.0001,USD,0,0,Consumer non-durables,
PIKM,Kidpik Corp.,0.0975,USD,8.333333333333341,1058,0.38290326083012366,190284.70500000002,USD,,-4.1939,USD,15.242214183221842,0,Consumer non-durables,
VWESQ,"Vintage Wine Estates, Inc.",0.000001,USD,-99,26601,1.9858457817294126,62.8144,USD,,,,,0,Consumer non-durables,
AAPT,"All American Pet Company, Inc.",0.000001,USD,0,7500,0.07205358480995147,1729.0000000000002,USD,,,,,0,Consumer non-durables,
PETZ,"TDH Holdings, Inc.",1.15,USD,-2.3520421159887968,13606,3.222643297017765,11871758,USD,,-0.6633,USD,-365.53242594075266,0,Consumer non-durables,
RSAU,Rooshine Inc.,0.4585,USD,-8.208208208208205,982,0.5716281506490482,3564392.9999999995,USD,,-0.0224,USD,40.74074074074075,0,Consumer non-durables,
SYIN,Synbio International Inc. ,0.0029,USD,31.818181818181802,30000,0.03732595374343856,917841.2999999999,USD,,-0.0019,USD,29.629629629629633,0,Consumer non-durables,
IBG,Innovation Beverage Group Limited,0.7001,USD,-5.391891891891898,188645,2.280825205448977,5839292.5655,USD,,,,,0,Consumer non-durables,Strong buy
MOJO,Equator Beverage Company,0.488,USD,-3.9370078740157513,600,0.1777356478464364,8496248.905519178,USD,,-0.0145,USD,-145.76271186440678,0,Consumer non-durables,
KRTL,"KRTL Holding Group, Inc",0.1333,USD,0.9848484848484815,9550,0.10242539034262634,9553087.131000001,USD,33.325,0.004,USD,,0,Consumer non-durables,
SNAX,"Stryve Foods, Inc.",0.5625,USD,-4.822335025380705,36749,0.5508133523787537,2450617,USD,,-5.4602,USD,85.30916878770105,0,Consumer non-durables,Strong buy
WVVI,"Willamette Valley Vineyards, Inc.",6.09,USD,1.4999999999999978,20729,2.373640215275392,30233983,USD,,-0.6135,USD,-7.991550783312795,0,Consumer non-durables,
CGAC,Code Green Apparel Corp.,0.00035,USD,0,1980120,0.39347182370987066,1301214.0000000002,USD,,,,,0,Consumer non-durables,
JVA,"Coffee Holding Co., Inc.",5.82,USD,-5.825242718446593,144646,0.5790708827982568,33224048.000000004,USD,14.980694980694981,0.3885,USD,,0,Consumer non-durables,
CMFO,"China Marine Food Group, Ltd.",0.0026,USD,0,100,0.009000657047964503,77280,USD,,,,,0,Consumer non-durables,
FTEG,For The Earth Corp.,0.000001,USD,0,4500000,9.467218598498205,4402,USD,,,,,0,Consumer non-durables,
RGFC,"The Real Good Food Company, Inc.",0.05,USD,0,288,0.058246536555769036,795848,USD,,,,,0,Consumer non-durables,
RRRT,"R-Three Technologies, Inc.",0.0095,USD,1.6042780748663004,2210,0.07909636872508106,678868,USD,,-0.0186,USD,-118.82352941176467,0,Consumer non-durables,
TOFB,"Tofutti Brands, Inc.",0.675,USD,-0.5524861878452921,129,0.05784493968880319,3478752,USD,,-0.116,USD,6.602254428341384,0,Consumer non-durables,
ABVG,AFFINITY BEVERAGE GROUP INC,0.000001,USD,0,666000,0.5950655662182887,3.0029999999999997,USD,,,,,0,Consumer non-durables,
PLAG,Planet Green Holdings Corp.,2.27,USD,0.22075055187637496,6376,1.3347009692072596,16531759.999999998,USD,,-1.3924,USD,71.88774480113062,0,Consumer non-durables,
SKYI,"Sky Century Investment, Inc.",0.002,USD,-12.66375545851528,3675,0.00847622988365769,220046,USD,,-0.0007,USD,0,0,Consumer non-durables,
WDKA,PANACHE BEVERAGE INC,0.000001,USD,0,186950,3.2239818029120166,27.355999999999998,USD,,,,,0,Consumer non-durables,
WTER,Alkaline Water Company Inc. (The),0.13,USD,8.333333333333341,64468,0.1550940360439425,1693089,USD,,-0.4167,USD,78.19238015490893,0,Consumer non-durables,
DKAM,DRINKS AMERICAS HLDGS LTD,0.000001,USD,0,160000,0.4533270094215519,2782.9829999999997,USD,,,,,0,Consumer non-durables,
GMNI,Gemini Group Global Corp.,0.0007,USD,-22.22222222222222,55278,0.05924660415609387,515036.00000000006,USD,,0,USD,,0,Consumer non-durables,
KALY,KALI INC,0.000001,USD,0,10000,0.09647155295082363,265.584,USD,,,,,0,Consumer non-durables,
WCIG,Wee-Cig International Corporation,0.003675,USD,11.36363636363636,5001,1.4589958281063105,33395,USD,,,,,0,Consumer non-durables,
MNVN,MONDIAL VENTURES INC,0.000001,USD,0,130000,0.13334844615723115,1976.0259999999998,USD,,,,,0,Consumer non-durables,
BLEG,BRANDED LEGACY INC.,0.00075,USD,-6.250000000000003,9879739,5.048866448435403,2034833,USD,,,,,0,Consumer non-durables,
CHSN,Chanson International Holding,0.3664,USD,0.3835616438356198,9918832,6.251731010037542,7843001,USD,,-0.0025,USD,81.61764705882352,0,Consumer non-durables,
BOF,BranchOut Food Inc.,1.91,USD,1.0582010582010593,119589,1.0399423283285127,14999615.82,USD,,-1.0309,USD,27.747406784412682,0,Consumer non-durables,
GHAV,"Grand Havana, Inc.",0.0007,USD,-17.647058823529406,4600,0.016529483927951574,92557,USD,0.07608695652173914,0.0092,USD,,0,Consumer non-durables,
HMNU,"Human Unitec International, Inc.",0.0008,USD,0,100000,0.8159142441492829,693914,USD,,-0.0002,USD,90.47619047619048,0,Consumer non-durables,
NASO,Naples Soap Company Inc.,0.114,USD,-79.27272727272727,231,0.11131993638860778,245282.99999999997,USD,,,,,,Consumer non-durables,
REMI,"Remedent, Inc.",0.05,USD,11.111111111111121,40000,2.4979859987884767,999797.9999999999,USD,,,,,0,Consumer non-durables,
RMCF,"Rocky Mountain Chocolate Factory, Inc.",1.68,USD,0,34438,1.2501905889015545,12914666,USD,,-0.7336,USD,6.595365418894825,0,Consumer non-durables,
BSFC,BLUE STAR FOODS CORP.,0.10049,USD,2.961065573770481,89605,1.2005117967818433,797315,USD,,-5.4239,USD,98.47290439287399,0,Consumer non-durables,
UMAV,UAV CORP.,0.03025,USD,0.8333333333333341,2050041,0.6023415574425347,2934.25,USD,,-0.0069,USD,34.905660377358494,0,Consumer non-durables,
DNAX,"DNA Brands, Inc.",0.0001,USD,0,109793,0.03808976067038367,171815.99999999997,USD,,-0.0006,USD,50,0,Consumer non-durables,
HPCO,HEMPACCO CO INC,0.0035,USD,40,346,0.21097560975611104,20728.764,USD,,,,,0,Consumer non-durables,
WNBD,Winning Brands Corp.,0.0001,USD,0,500000,0.1843302410460756,699996.7000000001,USD,,,,,0,Consumer non-durables,
EMPO,EMPOWERED PRODUCT INC,0.0001,USD,0,5000,0.2957582353880644,6278.900000000001,USD,,,,,0,Consumer non-durables,
VINE,"Fresh Vine Wine, Inc.",0.557,USD,3.1481481481481506,168628,0.5351127691422577,8898758.439000001,USD,,-0.2874,USD,65.23527277125922,0,Consumer non-durables,
SFIO,Starfleet Innotech Inc.,0.002,USD,-20,1976163,8.238629565318897,2570691,USD,0.7407407407407407,0.0027,USD,-44.897959183673464,0,Consumer non-durables,
SOYO,SOYO GROUP INC,0.000001,USD,0,10900,0.6775404659489296,61.718999999999994,USD,,,,,0,Consumer non-durables,
NICH,"Nitches, Inc.",0.00525,USD,-14.634146341463412,34000,0.17877282968470257,83.99999999999999,USD,,-273,USD,52.054794520547944,0,Consumer non-durables,
JXG,JX Luxventure Group Inc.,2.3901,USD,0.4243697478991596,19337,0.7838328644739723,3622909.0000000005,USD,4.246047255285131,0.5629,USD,,0,Consumer non-durables,
CTCX,Carmell Corporation,0.24,USD,0.4604437002930054,152633,0.5182291666666666,7244281,USD,,,,,0,Consumer non-durables,
JRSH,"Jerash Holdings (US), Inc.",3.695,USD,-0.4043126684636152,21827,0.66058749825978,45429432,USD,,-0.3085,USD,-338.2102272727272,5.41272,Consumer non-durables,Strong buy
STKH,Steakholder Foods Ltd.,1.55,USD,1.9736842105263175,19191,0.6117413798049792,4374815,USD,,,,,0,Consumer non-durables,
IWAL,iWallet Corporation,0.02,USD,0,200,0.004515620660770772,1556388,USD,,-0.0014,USD,70.2127659574468,0,Consumer non-durables,
MRIB,MARANI BRANDS INC,0.000001,USD,0,999000,2.6497577288579044,179.346,USD,,,,,0,Consumer non-durables,
BABB,"BAB, Inc.",0.86403,USD,4.1000000000000005,3523,0.2829855254068469,6276314,USD,11.950622406639003,0.0723,USD,12.441679626749623,4.62947,Consumer non-durables,
TGRR,TIGER REEF INC,0.000001,USD,0,371500,0.41295245666694785,864.12,USD,,,,,0,Consumer non-durables,
AQUI,"Aquagold International, Inc.",0.0002,USD,-50,2000,0.5997181324777354,19.8,USD,,,,,0,Consumer non-durables,
DQWS,Dswiss Inc,0.0211,USD,2.4271844660194195,140,0.08670878236095628,4365686,USD,70.33333333333334,0.0003,USD,,0,Consumer non-durables,
ABVE,Above Food Ingredients Inc.,0.555,USD,0,192965,0.3959335786104561,15835656.999999998,USD,,,,,0,Consumer non-durables,
RKLC,ROCKELLE CORP,0.000001,USD,0,2010000,2.681686244310422,46.809,USD,,,,,0,Consumer services,
SBOX,"Superbox, Inc.",1,USD,0,100,0.040809663728370874,37869999,USD,,-0.0076,USD,-76.74418604651163,0,Consumer services,
MSTO,Masterbeat Corp,0.000001,USD,-99,6000,0.00980718582312446,64.7938,USD,,,,,0,Consumer services,
ARKR,Ark Restaurants Corp.,11.36,USD,2.066486972147337,798,0.17966094063083954,40943221.99999999,USD,,-0.5861,USD,66.64010472992202,6.60211,Consumer services,
PNST,"Pinstripes Holdings, Inc.",0.3195,USD,3.0645161290322607,177579,1.6409074108297912,13167348.000000002,USD,,-0.8536,USD,-345.7109959700634,0,Consumer services,Strong buy
PC,Premium Catering (Holdings) Limited,0.9029,USD,-7.054548449193455,71890,0.43155223739034854,26364680,USD,,-0.0373,USD,,0,Consumer services,
AGAE,Allied Gaming & Entertainment Inc.,1.03,USD,4.040404040404044,11134,0.5161559501182142,45429193,USD,,-0.2691,USD,-144.63636363636365,0,Consumer services,
HHSE,"Hannover House, Inc.",0.0075,USD,1.351351351351343,10553,0.10631235260280403,7378926,USD,25,0.0003,USD,,0,Consumer services,
SWRL,U-SWIRL INC,0.0002,USD,0,394,0.003945120766755249,4413.0966,USD,,,,,0,Consumer services,
UOMO,UOMO MEDIA INC,0.000001,USD,0,109,0.013757588761690795,2.39345,USD,,,,,0,Consumer services,
BASA,Basanite Inc.,0.0399,USD,0.12547051442911278,492839,3.750463253619466,10380257,USD,,-0.0064,USD,70.23255813953489,0,Consumer services,
STGZ,Stargaze Entertainment Group Inc.,0.0625,USD,24.999999999999993,826200,1.9690232743698803,7733667,USD,,-0.0007,USD,-599.9999999999999,0,Consumer services,
MGAM,Mobile Global Esports Inc.,0.01,USD,0,38008,2.431796079234273,212365.04,USD,,-0.2341,USD,-11.582459485224032,0,Consumer services,
GDET,"GD Entertainment & Technology, Inc.",0.000001,USD,0,1000,0.005394010921793315,899.208,USD,,,,,0,Consumer services,
MOND,"Mondee Holdings, Inc.",0.001,USD,0,1328,0.0198399359385201,87416,USD,,-1.1619,USD,20.99680424287754,0,Consumer services,
SEGI,"Sycamore Entertainment Group, Inc.",0.00065,USD,-7.142857142857147,2163790,1.2119638037982956,1272321,USD,,,,,0,Consumer services,
GV,Visionary Holdings Inc.,1.56,USD,-7.142857142857137,5338,0.08939127522398058,6754514.999999999,USD,,,,,0,Consumer services,
EDUC,Educational Development Corporation,1.54,USD,1.7240240438602294,10691,0.9688879222062116,13218745,USD,,-0.6691,USD,-2121.450151057402,0,Consumer services,
FEDU,Four Seasons Education (Cayman) Inc.,10.17,USD,-3.3269961977186275,8652,2.1800589613727417,20666076,USD,78.35130970724191,0.1298,USD,,23.3487,Consumer services,
SMEV,"Simulated Environment Concepts, Inc.",0.0035,USD,-5.405405405405408,51434,0.24539286044849534,2424082,USD,,-0.0005,USD,-66.66666666666669,0,Consumer services,
XFCI,XTREME FIGHTING CHAMPIONSHIPS INC,0.0001,USD,0,2034,4.744576627011955,7724.31,USD,,,,,0,Consumer services,
ISPO,Inspirato Incorporated,4.29,USD,-6.7391304347826,39937,2.866710213691472,49524315,USD,,-4.4413,USD,70.29469206485098,0,Consumer services,Neutral
BBGI,"Beasley Broadcast Group, Inc.",7.81,USD,-1.0139416983523457,545,0.3403059631595386,13837970,USD,4.469241773962803,1.7475,USD,,0,Consumer services,
GPAK,Gamer Pakistan Inc.,0.0115,USD,2.678571428571428,20000,0.38291142875741413,294162,USD,,-0.0005,USD,-400,0,Consumer services,
SLNAF,SELINA HOSPITALITY PLC,0.0002,USD,19900.000000000004,17801,0.10331554625896851,21851.999999999996,USD,,,,,0,Consumer services,
UBYH,UBUYHOLDINGS INC,0.0004,USD,0,300,0.002254444072878662,113747.13200000001,USD,,,,,0,Consumer services,
MPRG,MOTION PICTURE GROUP INC,0.0001,USD,0,33000,6.594724220623501,2317.1,USD,,,,,0,Consumer services,
BFICQ,"BurgerFi International, Inc.",0.000001,USD,0,1427,0.09157532664219524,27.403499999999998,USD,,,,,0,Consumer services,
GMBL,"Esports Entertainment Group, Inc.",0.2302,USD,0.04345936549325902,1212,0.10502872691664428,263805.00000000006,USD,,-341.6273,USD,97.60871363834264,0,Consumer services,
SBSAA,"Spanish Broadcasting System, Inc.",0.3,USD,0,50000,4.00038403686754,1862834.0000000002,USD,,,,,0,Consumer services,
GBXI,GBX International Group Inc.,0.0001,USD,0,1810,0.49371266468454217,14086,USD,,,,,0,Consumer services,
BDL,"Flanigan's Enterprises, Inc.",24.9,USD,-1.3470681458003164,825,0.390625,46280311.76470588,USD,14.015535292131036,1.7766,USD,-5.222726060282747,2.00763,Consumer services,
SUNC,SUNCAST SOLAR ENERGY INC,0.000001,USD,0,10202,0.23584949279181808,73.03,USD,,,,,0,Consumer services,
DSHK,Drive Shack Inc.,0.125,USD,0,7606,0.1486316159731111,11548127,USD,,,,,0,Consumer services,
SOND,Sonder Holdings Inc.,2.86,USD,-2.721088435374152,42049,0.7934462236345049,33134884.999999996,USD,,-29.055,USD,-17.51454017456299,0,Consumer services,
MMA,Mixed Martial Arts Group Limited,0.861,USD,-5.9016393442623,30702,0.4439142881929383,8853392.646,USD,,,,,0,Consumer services,
SVAD,"Silverton Adventures, Inc.",0.0002,USD,-33.33333333333333,1510000,0.48077523127517385,1233217.9999999998,USD,,0,USD,,0,Consumer services,
GBHL,"Global Entertainment Holdings, Inc.",0.0001,USD,0,1060000,14.192183587944678,57053,USD,,,,,0,Consumer services,
LTRY,"Lottery.com, Inc.",1.38,USD,-5.479452054794526,8235953,0.19118876789013953,16671669,USD,,-9.9562,USD,-72.22279882373293,0,Consumer services,
BOTY,"Lingerie Fighting Championships, Inc.",0.000001,USD,-98.00000000000001,17126000,0.35226519178555504,4505.000000000001,USD,,-0.0005,USD,,0,Consumer services,
SRMX,"Saddle Ranch Media, Inc.",0.0002,USD,0,1514911,0.29376834390515494,1916130,USD,,-0.0001,USD,0,0,Consumer services,
MIKP,"Mike The Pike Productions, Inc.",0.0001,USD,0,200000,0.1904820319251695,222700,USD,,,,,0,Consumer services,
GFMH,Goliath Film & Media Holdings,0.0055,USD,9.999999999999991,500,0.004068520393051618,764307,USD,54.99999999999999,0.0001,USD,-83.33333333333333,0,Consumer services,
TOON,"Kartoon Studios, Inc.",0.6117,USD,-5.877827358055087,344794,0.850453488535574,26923849,USD,,-1.0185,USD,53.76758965047662,0,Consumer services,
ECOX,"Eco Innovation Group, Inc.",0.0001,USD,0,500000,0.248330498889019,109628,USD,,,,,0,Consumer services,
CSSEQ,"Chicken Soup for the Soul Entertainment, Inc.",0.000001,USD,0,250,0.0274803790093873,32,USD,,,,,0,Consumer services,
EJH,E-Home Household Service Holdings Limited,0.5905,USD,-2.7660226116338236,557866,0.6552331939590845,5045446,USD,,-8.9166,USD,85.84426243822362,0,Consumer services,
REBN,"Reborn Coffee, Inc.",5.15,USD,-29.6448087431694,2116419,0.9219624433057433,17178633,USD,,-2.2964,USD,10.163523980909154,0,Consumer services,
LUVU,"Luvu Brands, Inc.",0.05049,USD,-0.9999999999999932,84523,0.822184977272042,3879351,USD,,-0.0042,USD,-281.81818181818176,0,Consumer services,
BREA,Brera Holdings PLC,0.65,USD,0.09239297813366876,78623,1.4440546596627852,6539000,USD,,-0.5186,USD,-112.19312602291322,0,Consumer services,
MAPT,Maptelligent Inc.,0.000001,USD,0,25000,0.06470979082430697,792.627,USD,,,,,0,Consumer services,
BTBD,"BT Brands, Inc.",1.8699,USD,9.99411764705882,2832,0.6718223656118044,11106690,USD,,-0.2158,USD,-91.31205673758865,0,Consumer services,
SVSN,"Stereo Vision Entertainment, Inc.",0.0003,USD,49.99999999999998,500,0.0060393475572047,58008.299999999996,USD,,,,,0,Consumer services,
VGID,"V Group, Inc.",0.000001,USD,0,20000,0.03363849616411819,3783.8199999999997,USD,,,,,0,Consumer services,
SPQS,"SportsQuest, Inc.",0.00015,USD,0,30820000,0.32080337258482994,366655,USD,,-0.0001,USD,-133.33333333333331,0,Consumer services,
AMIH,American International Holdings Corp.,0.0001,USD,0,8193,1.8825827205882353,19500,USD,,,,,0,Consumer services,
RIME,"Algorhythm Holdings, Inc.",2.77,USD,-3.8194444444444406,315617,0.34776361666800965,6597583,USD,,,,,0,Consumer services,
MVES,"The Movie Studio, Inc.",0.0016,USD,-5.88235294117646,2200,0.02376662042978692,7172,USD,,-0.0038,USD,-186.36363636363637,0,Consumer services,
ELYS,"ELYS BMG GROUP, INC.",0.0004,USD,0,24349,7.884272900948742,14977.76,USD,,,,,0,Consumer services,
LEIC,Lead Innovation Corporation,0.254,USD,-15.333333333333329,907,0.31588479086128235,29575950,USD,635,0.0004,USD,,0,Consumer services,
SALM,"Salem Media Group, Inc.",0.6725,USD,-1.8248175182481847,20172,0.5971138903278325,14568429,USD,,-0.3408,USD,79.7263533610946,0,Consumer services,
EMBR,"Embarr Downs, Inc.",0.0003,USD,0,751100,1.4920113528734973,16123.499999999998,USD,,,,,0,Consumer services,
WBBA,WB Burgers Asia Inc.,0.0011,USD,-94.5,100,0.11572734637194769,22799.196200000002,USD,,,,,0,Consumer services,
KITL,Kisses from Italy Inc.,0.00064,USD,0,15700,0.04080438171485482,260960.00000000003,USD,,-0.0015,USD,92.02127659574467,0,Consumer services,
HVCW,"Harrison, Vickers & Waterman, Inc.",0.000001,USD,0,100000,0.05846814968010029,7704.7,USD,,,,,0,Consumer services,
ONVC,Online Vacation Center Holdings Corp.,2.15,USD,22.298065984072803,2980,5.169124024284475,31518998.93564357,USD,23.57456140350877,0.0912,USD,-25.85365853658536,0,Consumer services,
LEAI,"Legacy Education Alliance, Inc.",0.0004,USD,0,50000,0.9855265569841309,19696,USD,,,,,0,Consumer services,
YOSH,Yoshiharu Global Co.,8.76,USD,-22.751322751322753,159579,0.5175329240955604,11761044.6,USD,,-2.3795,USD,28.872481616548097,0,Consumer services,
